doc_id,unit_id,temporal_index,content,modality
lecture_73,U7,7,σ(x) = 1 / (1 + e^-x),equation
lecture_73,U8,8,Discussion of overfitting and model generalization,text
lecture_73,U9,9,Overview of neural networks and activation functions,text
lecture_73,U10,10,Discussion of overfitting and model generalization,text
lecture_73,U11,11,Discussion of overfitting and model generalization,text
lecture_73,U12,12,y = wx + b,equation
lecture_73,U13,13,Comparison table of algorithm performance metrics,table
lecture_73,U14,14,Introduction to linear regression and supervised learning,text
lecture_73,U15,15,Training data table with input-output pairs,table
lecture_73,U16,16,Graphical illustration of gradient descent,diagram
lecture_73,U17,17,Hyperparameter tuning results table,table
lecture_73,U18,18,Comparison table of algorithm performance metrics,table
lecture_73,U19,19,Neural network architecture diagram,diagram
lecture_73,U20,20,L = (1/n) Σ (y - ŷ)^2,equation
lecture_74,U1,1,Discussion of overfitting and model generalization,text
lecture_74,U2,2,Diagram showing regression line fitting data points,diagram
lecture_74,U3,3,∂L/∂w = (ŷ - y)x,equation
lecture_74,U4,4,Diagram showing regression line fitting data points,diagram
lecture_74,U5,5,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_74,U6,6,∂L/∂w = (ŷ - y)x,equation
lecture_74,U7,7,Training data table with input-output pairs,table
lecture_74,U8,8,Discussion of overfitting and model generalization,text
lecture_74,U9,9,y = wx + b,equation
lecture_74,U10,10,Explanation of gradient descent optimization,text
lecture_74,U11,11,Explanation of gradient descent optimization,text
lecture_74,U12,12,Hyperparameter tuning results table,table
lecture_74,U13,13,Comparison table of algorithm performance metrics,table
lecture_74,U14,14,Flowchart of machine learning pipeline,diagram
lecture_74,U15,15,Dataset statistics table showing samples and features,table
lecture_74,U16,16,Graphical illustration of gradient descent,diagram
lecture_74,U17,17,y = wx + b,equation
lecture_74,U18,18,Neural network architecture diagram,diagram
lecture_74,U19,19,Explanation of gradient descent optimization,text
lecture_74,U20,20,Overview of neural networks and activation functions,text
lecture_75,U1,1,Explanation of gradient descent optimization,text
lecture_75,U2,2,Dataset statistics table showing samples and features,table
lecture_75,U3,3,Training data table with input-output pairs,table
lecture_75,U4,4,Diagram showing regression line fitting data points,diagram
lecture_75,U5,5,y = wx + b,equation
lecture_75,U6,6,Discussion of overfitting and model generalization,text
lecture_75,U7,7,Explanation of feature scaling and normalization,text
lecture_75,U8,8,Introduction to linear regression and supervised learning,text
lecture_75,U9,9,Flowchart of machine learning pipeline,diagram
lecture_75,U10,10,Explanation of gradient descent optimization,text
lecture_75,U11,11,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_75,U12,12,Evaluation metrics table including precision recall and F1,table
lecture_75,U13,13,Explanation of feature scaling and normalization,text
lecture_75,U14,14,Neural network architecture diagram,diagram
lecture_75,U15,15,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_75,U16,16,Introduction to linear regression and supervised learning,text
lecture_75,U17,17,Diagram showing regression line fitting data points,diagram
lecture_75,U18,18,Explanation of feature scaling and normalization,text
lecture_75,U19,19,Explanation of gradient descent optimization,text
lecture_75,U20,20,Flowchart of machine learning pipeline,diagram
lecture_76,U1,1,Introduction to linear regression and supervised learning,text
lecture_76,U2,2,Overview of neural networks and activation functions,text
lecture_76,U3,3,Visualization of decision boundary,diagram
lecture_76,U4,4,∂L/∂w = (ŷ - y)x,equation
lecture_76,U5,5,Overview of neural networks and activation functions,text
lecture_76,U6,6,Graphical illustration of gradient descent,diagram
lecture_76,U7,7,Overview of neural networks and activation functions,text
lecture_76,U8,8,Hyperparameter tuning results table,table
lecture_76,U9,9,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_76,U10,10,Discussion of overfitting and model generalization,text
lecture_76,U11,11,Overview of neural networks and activation functions,text
lecture_76,U12,12,σ(x) = 1 / (1 + e^-x),equation
lecture_76,U13,13,Overview of neural networks and activation functions,text
lecture_76,U14,14,Graphical illustration of gradient descent,diagram
lecture_76,U15,15,Dataset statistics table showing samples and features,table
lecture_76,U16,16,Neural network architecture diagram,diagram
lecture_76,U17,17,Overview of neural networks and activation functions,text
lecture_76,U18,18,Evaluation metrics table including precision recall and F1,table
lecture_76,U19,19,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_76,U20,20,Discussion of overfitting and model generalization,text
lecture_77,U1,1,Visualization of decision boundary,diagram
lecture_77,U2,2,Training data table with input-output pairs,table
lecture_77,U3,3,Introduction to linear regression and supervised learning,text
lecture_77,U4,4,Introduction to linear regression and supervised learning,text
lecture_77,U5,5,∂L/∂w = (ŷ - y)x,equation
lecture_77,U6,6,Explanation of gradient descent optimization,text
lecture_77,U7,7,Flowchart of machine learning pipeline,diagram
lecture_77,U8,8,Visualization of decision boundary,diagram
lecture_77,U9,9,Overview of neural networks and activation functions,text
lecture_77,U10,10,Explanation of feature scaling and normalization,text
lecture_77,U11,11,Overview of neural networks and activation functions,text
lecture_77,U12,12,Diagram showing regression line fitting data points,diagram
lecture_77,U13,13,Introduction to linear regression and supervised learning,text
lecture_77,U14,14,Flowchart of machine learning pipeline,diagram
lecture_77,U15,15,Discussion of overfitting and model generalization,text
lecture_77,U16,16,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_77,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_77,U18,18,y = wx + b,equation
lecture_77,U19,19,Explanation of feature scaling and normalization,text
lecture_77,U20,20,σ(x) = 1 / (1 + e^-x),equation
lecture_78,U1,1,Hyperparameter tuning results table,table
lecture_78,U2,2,Neural network architecture diagram,diagram
lecture_78,U3,3,Diagram showing regression line fitting data points,diagram
lecture_78,U4,4,Explanation of feature scaling and normalization,text
lecture_78,U5,5,σ(x) = 1 / (1 + e^-x),equation
lecture_78,U6,6,Hyperparameter tuning results table,table
lecture_78,U7,7,Explanation of feature scaling and normalization,text
lecture_78,U8,8,Hyperparameter tuning results table,table
lecture_78,U9,9,Explanation of feature scaling and normalization,text
lecture_78,U10,10,Diagram showing regression line fitting data points,diagram
lecture_78,U11,11,Graphical illustration of gradient descent,diagram
lecture_78,U12,12,Overview of neural networks and activation functions,text
lecture_78,U13,13,y = wx + b,equation
lecture_78,U14,14,Explanation of gradient descent optimization,text
lecture_78,U15,15,σ(x) = 1 / (1 + e^-x),equation
lecture_78,U16,16,Neural network architecture diagram,diagram
lecture_78,U17,17,Explanation of feature scaling and normalization,text
lecture_78,U18,18,Discussion of overfitting and model generalization,text
lecture_78,U19,19,Dataset statistics table showing samples and features,table
lecture_78,U20,20,Introduction to linear regression and supervised learning,text
lecture_79,U1,1,Neural network architecture diagram,diagram
lecture_79,U2,2,σ(x) = 1 / (1 + e^-x),equation
lecture_79,U3,3,Evaluation metrics table including precision recall and F1,table
lecture_79,U4,4,Discussion of overfitting and model generalization,text
lecture_79,U5,5,∂L/∂w = (ŷ - y)x,equation
lecture_79,U6,6,Visualization of decision boundary,diagram
lecture_79,U7,7,Overview of neural networks and activation functions,text
lecture_79,U8,8,y = wx + b,equation
lecture_79,U9,9,Comparison table of algorithm performance metrics,table
lecture_79,U10,10,Flowchart of machine learning pipeline,diagram
lecture_79,U11,11,Visualization of decision boundary,diagram
lecture_79,U12,12,Training data table with input-output pairs,table
lecture_79,U13,13,Overview of neural networks and activation functions,text
lecture_79,U14,14,L = (1/n) Σ (y - ŷ)^2,equation
lecture_79,U15,15,Discussion of overfitting and model generalization,text
lecture_79,U16,16,Neural network architecture diagram,diagram
lecture_79,U17,17,Flowchart of machine learning pipeline,diagram
lecture_79,U18,18,Training data table with input-output pairs,table
lecture_79,U19,19,Neural network architecture diagram,diagram
lecture_79,U20,20,Overview of neural networks and activation functions,text
lecture_80,U1,1,Comparison table of algorithm performance metrics,table
lecture_80,U2,2,Graphical illustration of gradient descent,diagram
lecture_80,U3,3,Explanation of feature scaling and normalization,text
lecture_80,U4,4,σ(x) = 1 / (1 + e^-x),equation
lecture_80,U5,5,L = (1/n) Σ (y - ŷ)^2,equation
lecture_80,U6,6,Flowchart of machine learning pipeline,diagram
lecture_80,U7,7,Explanation of gradient descent optimization,text
lecture_80,U8,8,Explanation of feature scaling and normalization,text
lecture_80,U9,9,Introduction to linear regression and supervised learning,text
lecture_80,U10,10,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_80,U11,11,Hyperparameter tuning results table,table
lecture_80,U12,12,Diagram showing regression line fitting data points,diagram
lecture_80,U13,13,Explanation of gradient descent optimization,text
lecture_80,U14,14,Explanation of gradient descent optimization,text
lecture_80,U15,15,L = (1/n) Σ (y - ŷ)^2,equation
lecture_80,U16,16,Overview of neural networks and activation functions,text
lecture_80,U17,17,∂L/∂w = (ŷ - y)x,equation
lecture_80,U18,18,Training data table with input-output pairs,table
lecture_80,U19,19,σ(x) = 1 / (1 + e^-x),equation
lecture_80,U20,20,Neural network architecture diagram,diagram
lecture_81,U1,1,Introduction to linear regression and supervised learning,text
lecture_81,U2,2,Diagram showing regression line fitting data points,diagram
lecture_81,U3,3,Explanation of feature scaling and normalization,text
lecture_81,U4,4,Comparison table of algorithm performance metrics,table
lecture_81,U5,5,Introduction to linear regression and supervised learning,text
lecture_81,U6,6,∂L/∂w = (ŷ - y)x,equation
lecture_81,U7,7,Introduction to linear regression and supervised learning,text
lecture_81,U8,8,Evaluation metrics table including precision recall and F1,table
lecture_81,U9,9,Introduction to linear regression and supervised learning,text
lecture_81,U10,10,Introduction to linear regression and supervised learning,text
lecture_81,U11,11,σ(x) = 1 / (1 + e^-x),equation
lecture_81,U12,12,Dataset statistics table showing samples and features,table
lecture_81,U13,13,Explanation of feature scaling and normalization,text
lecture_81,U14,14,Overview of neural networks and activation functions,text
lecture_81,U15,15,σ(x) = 1 / (1 + e^-x),equation
lecture_81,U16,16,σ(x) = 1 / (1 + e^-x),equation
lecture_81,U17,17,Dataset statistics table showing samples and features,table
lecture_81,U18,18,Hyperparameter tuning results table,table
lecture_81,U19,19,Graphical illustration of gradient descent,diagram
lecture_81,U20,20,Explanation of gradient descent optimization,text
lecture_82,U1,1,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_82,U2,2,σ(x) = 1 / (1 + e^-x),equation
lecture_82,U3,3,Overview of neural networks and activation functions,text
lecture_82,U4,4,Graphical illustration of gradient descent,diagram
lecture_82,U5,5,Visualization of decision boundary,diagram
lecture_82,U6,6,Comparison table of algorithm performance metrics,table
lecture_82,U7,7,σ(x) = 1 / (1 + e^-x),equation
lecture_82,U8,8,Discussion of overfitting and model generalization,text
lecture_82,U9,9,Training data table with input-output pairs,table
lecture_82,U10,10,Explanation of gradient descent optimization,text
lecture_82,U11,11,Explanation of feature scaling and normalization,text
lecture_82,U12,12,Evaluation metrics table including precision recall and F1,table
lecture_82,U13,13,Discussion of overfitting and model generalization,text
lecture_82,U14,14,Explanation of feature scaling and normalization,text
lecture_82,U15,15,Discussion of overfitting and model generalization,text
lecture_82,U16,16,Flowchart of machine learning pipeline,diagram
lecture_82,U17,17,Graphical illustration of gradient descent,diagram
lecture_82,U18,18,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_82,U19,19,Flowchart of machine learning pipeline,diagram
lecture_82,U20,20,L = (1/n) Σ (y - ŷ)^2,equation
lecture_83,U1,1,Introduction to linear regression and supervised learning,text
lecture_83,U2,2,Discussion of overfitting and model generalization,text
lecture_83,U3,3,Visualization of decision boundary,diagram
lecture_83,U4,4,Graphical illustration of gradient descent,diagram
lecture_83,U5,5,Evaluation metrics table including precision recall and F1,table
lecture_83,U6,6,Overview of neural networks and activation functions,text
lecture_83,U7,7,Diagram showing regression line fitting data points,diagram
lecture_83,U8,8,Hyperparameter tuning results table,table
lecture_83,U9,9,Explanation of feature scaling and normalization,text
lecture_83,U10,10,Explanation of feature scaling and normalization,text
lecture_83,U11,11,Overview of neural networks and activation functions,text
lecture_83,U12,12,Flowchart of machine learning pipeline,diagram
lecture_83,U13,13,Neural network architecture diagram,diagram
lecture_83,U14,14,Evaluation metrics table including precision recall and F1,table
lecture_83,U15,15,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_83,U16,16,Explanation of gradient descent optimization,text
lecture_83,U17,17,Evaluation metrics table including precision recall and F1,table
lecture_83,U18,18,Explanation of gradient descent optimization,text
lecture_83,U19,19,Hyperparameter tuning results table,table
lecture_83,U20,20,Overview of neural networks and activation functions,text
lecture_84,U1,1,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_84,U2,2,Introduction to linear regression and supervised learning,text
lecture_84,U3,3,∂L/∂w = (ŷ - y)x,equation
lecture_84,U4,4,Introduction to linear regression and supervised learning,text
lecture_84,U5,5,Explanation of gradient descent optimization,text
lecture_84,U6,6,Explanation of feature scaling and normalization,text
lecture_84,U7,7,Flowchart of machine learning pipeline,diagram
lecture_84,U8,8,Introduction to linear regression and supervised learning,text
lecture_84,U9,9,Discussion of overfitting and model generalization,text
lecture_84,U10,10,Explanation of feature scaling and normalization,text
lecture_84,U11,11,Explanation of feature scaling and normalization,text
lecture_84,U12,12,Evaluation metrics table including precision recall and F1,table
lecture_84,U13,13,Explanation of feature scaling and normalization,text
lecture_84,U14,14,∂L/∂w = (ŷ - y)x,equation
lecture_84,U15,15,Dataset statistics table showing samples and features,table
lecture_84,U16,16,Graphical illustration of gradient descent,diagram
lecture_84,U17,17,Comparison table of algorithm performance metrics,table
lecture_84,U18,18,L = (1/n) Σ (y - ŷ)^2,equation
lecture_84,U19,19,Evaluation metrics table including precision recall and F1,table
lecture_84,U20,20,L = (1/n) Σ (y - ŷ)^2,equation
lecture_85,U1,1,Diagram showing regression line fitting data points,diagram
lecture_85,U2,2,y = wx + b,equation
lecture_85,U3,3,σ(x) = 1 / (1 + e^-x),equation
lecture_85,U4,4,Graphical illustration of gradient descent,diagram
lecture_85,U5,5,Comparison table of algorithm performance metrics,table
lecture_85,U6,6,∂L/∂w = (ŷ - y)x,equation
lecture_85,U7,7,L = (1/n) Σ (y - ŷ)^2,equation
lecture_85,U8,8,Overview of neural networks and activation functions,text
lecture_85,U9,9,Neural network architecture diagram,diagram
lecture_85,U10,10,Diagram showing regression line fitting data points,diagram
lecture_85,U11,11,Diagram showing regression line fitting data points,diagram
lecture_85,U12,12,σ(x) = 1 / (1 + e^-x),equation
lecture_85,U13,13,Visualization of decision boundary,diagram
lecture_85,U14,14,y = wx + b,equation
lecture_85,U15,15,∂L/∂w = (ŷ - y)x,equation
lecture_85,U16,16,σ(x) = 1 / (1 + e^-x),equation
lecture_85,U17,17,Explanation of gradient descent optimization,text
lecture_85,U18,18,Discussion of overfitting and model generalization,text
lecture_85,U19,19,Dataset statistics table showing samples and features,table
lecture_85,U20,20,Training data table with input-output pairs,table
lecture_86,U1,1,L = (1/n) Σ (y - ŷ)^2,equation
lecture_86,U2,2,Neural network architecture diagram,diagram
lecture_86,U3,3,Hyperparameter tuning results table,table
lecture_86,U4,4,Neural network architecture diagram,diagram
lecture_86,U5,5,∂L/∂w = (ŷ - y)x,equation
lecture_86,U6,6,Graphical illustration of gradient descent,diagram
lecture_86,U7,7,Overview of neural networks and activation functions,text
lecture_86,U8,8,Overview of neural networks and activation functions,text
lecture_86,U9,9,Diagram showing regression line fitting data points,diagram
lecture_86,U10,10,σ(x) = 1 / (1 + e^-x),equation
lecture_86,U11,11,∂L/∂w = (ŷ - y)x,equation
lecture_86,U12,12,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_86,U13,13,Explanation of gradient descent optimization,text
lecture_86,U14,14,Diagram showing regression line fitting data points,diagram
lecture_86,U15,15,σ(x) = 1 / (1 + e^-x),equation
lecture_86,U16,16,Discussion of overfitting and model generalization,text
lecture_86,U17,17,Evaluation metrics table including precision recall and F1,table
lecture_86,U18,18,L = (1/n) Σ (y - ŷ)^2,equation
lecture_86,U19,19,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_86,U20,20,Comparison table of algorithm performance metrics,table
lecture_87,U1,1,Neural network architecture diagram,diagram
lecture_87,U2,2,Hyperparameter tuning results table,table
lecture_87,U3,3,Flowchart of machine learning pipeline,diagram
lecture_87,U4,4,Flowchart of machine learning pipeline,diagram
lecture_87,U5,5,Training data table with input-output pairs,table
lecture_87,U6,6,Overview of neural networks and activation functions,text
lecture_87,U7,7,Flowchart of machine learning pipeline,diagram
lecture_87,U8,8,Evaluation metrics table including precision recall and F1,table
lecture_87,U9,9,Visualization of decision boundary,diagram
lecture_87,U10,10,∂L/∂w = (ŷ - y)x,equation
lecture_87,U11,11,L = (1/n) Σ (y - ŷ)^2,equation
lecture_87,U12,12,Evaluation metrics table including precision recall and F1,table
lecture_87,U13,13,σ(x) = 1 / (1 + e^-x),equation
lecture_87,U14,14,Neural network architecture diagram,diagram
lecture_87,U15,15,L = (1/n) Σ (y - ŷ)^2,equation
lecture_87,U16,16,Dataset statistics table showing samples and features,table
lecture_87,U17,17,y = wx + b,equation
lecture_87,U18,18,Training data table with input-output pairs,table
lecture_87,U19,19,∂L/∂w = (ŷ - y)x,equation
lecture_87,U20,20,Flowchart of machine learning pipeline,diagram
lecture_88,U1,1,Discussion of overfitting and model generalization,text
lecture_88,U2,2,Graphical illustration of gradient descent,diagram
lecture_88,U3,3,Hyperparameter tuning results table,table
lecture_88,U4,4,σ(x) = 1 / (1 + e^-x),equation
lecture_88,U5,5,Explanation of gradient descent optimization,text
lecture_88,U6,6,Comparison table of algorithm performance metrics,table
lecture_88,U7,7,Discussion of overfitting and model generalization,text
lecture_88,U8,8,Discussion of overfitting and model generalization,text
lecture_88,U9,9,y = wx + b,equation
lecture_88,U10,10,L = (1/n) Σ (y - ŷ)^2,equation
lecture_88,U11,11,σ(x) = 1 / (1 + e^-x),equation
lecture_88,U12,12,∂L/∂w = (ŷ - y)x,equation
lecture_88,U13,13,Comparison table of algorithm performance metrics,table
lecture_88,U14,14,L = (1/n) Σ (y - ŷ)^2,equation
lecture_88,U15,15,Training data table with input-output pairs,table
lecture_88,U16,16,Diagram showing regression line fitting data points,diagram
lecture_88,U17,17,Visualization of decision boundary,diagram
lecture_88,U18,18,Visualization of decision boundary,diagram
lecture_88,U19,19,Hyperparameter tuning results table,table
lecture_88,U20,20,Discussion of overfitting and model generalization,text
lecture_89,U1,1,Diagram showing regression line fitting data points,diagram
lecture_89,U2,2,Introduction to linear regression and supervised learning,text
lecture_89,U3,3,σ(x) = 1 / (1 + e^-x),equation
lecture_89,U4,4,Evaluation metrics table including precision recall and F1,table
lecture_89,U5,5,Dataset statistics table showing samples and features,table
lecture_89,U6,6,∂L/∂w = (ŷ - y)x,equation
lecture_89,U7,7,L = (1/n) Σ (y - ŷ)^2,equation
lecture_89,U8,8,Neural network architecture diagram,diagram
lecture_89,U9,9,Evaluation metrics table including precision recall and F1,table
lecture_89,U10,10,Introduction to linear regression and supervised learning,text
lecture_89,U11,11,Evaluation metrics table including precision recall and F1,table
lecture_89,U12,12,Graphical illustration of gradient descent,diagram
lecture_89,U13,13,Discussion of overfitting and model generalization,text
lecture_89,U14,14,Explanation of feature scaling and normalization,text
lecture_89,U15,15,∂L/∂w = (ŷ - y)x,equation
lecture_89,U16,16,Discussion of overfitting and model generalization,text
lecture_89,U17,17,y = wx + b,equation
lecture_89,U18,18,Visualization of decision boundary,diagram
lecture_89,U19,19,Introduction to linear regression and supervised learning,text
lecture_89,U20,20,Graphical illustration of gradient descent,diagram
lecture_90,U1,1,Neural network architecture diagram,diagram
lecture_90,U2,2,Diagram showing regression line fitting data points,diagram
lecture_90,U3,3,L = (1/n) Σ (y - ŷ)^2,equation
lecture_90,U4,4,Flowchart of machine learning pipeline,diagram
lecture_90,U5,5,Introduction to linear regression and supervised learning,text
lecture_90,U6,6,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_90,U7,7,Visualization of decision boundary,diagram
lecture_90,U8,8,Comparison table of algorithm performance metrics,table
lecture_90,U9,9,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_90,U10,10,Explanation of feature scaling and normalization,text
lecture_90,U11,11,Explanation of gradient descent optimization,text
lecture_90,U12,12,Explanation of feature scaling and normalization,text
lecture_90,U13,13,L = (1/n) Σ (y - ŷ)^2,equation
lecture_90,U14,14,σ(x) = 1 / (1 + e^-x),equation
lecture_90,U15,15,L = (1/n) Σ (y - ŷ)^2,equation
lecture_90,U16,16,Graphical illustration of gradient descent,diagram
lecture_90,U17,17,Evaluation metrics table including precision recall and F1,table
lecture_90,U18,18,Comparison table of algorithm performance metrics,table
lecture_90,U19,19,Explanation of gradient descent optimization,text
lecture_90,U20,20,Flowchart of machine learning pipeline,diagram
lecture_91,U1,1,Visualization of decision boundary,diagram
lecture_91,U2,2,Discussion of overfitting and model generalization,text
lecture_91,U3,3,Discussion of overfitting and model generalization,text
lecture_91,U4,4,Discussion of overfitting and model generalization,text
lecture_91,U5,5,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_91,U6,6,Flowchart of machine learning pipeline,diagram
lecture_91,U7,7,Visualization of decision boundary,diagram
lecture_91,U8,8,Dataset statistics table showing samples and features,table
lecture_91,U9,9,Diagram showing regression line fitting data points,diagram
lecture_91,U10,10,Diagram showing regression line fitting data points,diagram
lecture_91,U11,11,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_91,U12,12,Evaluation metrics table including precision recall and F1,table
lecture_91,U13,13,Dataset statistics table showing samples and features,table
lecture_91,U14,14,Dataset statistics table showing samples and features,table
lecture_91,U15,15,Neural network architecture diagram,diagram
lecture_91,U16,16,Flowchart of machine learning pipeline,diagram
lecture_91,U17,17,Diagram showing regression line fitting data points,diagram
lecture_91,U18,18,Hyperparameter tuning results table,table
lecture_91,U19,19,Visualization of decision boundary,diagram
lecture_91,U20,20,Explanation of feature scaling and normalization,text
lecture_92,U1,1,σ(x) = 1 / (1 + e^-x),equation
lecture_92,U2,2,Dataset statistics table showing samples and features,table
lecture_92,U3,3,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_92,U4,4,Hyperparameter tuning results table,table
lecture_92,U5,5,L = (1/n) Σ (y - ŷ)^2,equation
lecture_92,U6,6,Comparison table of algorithm performance metrics,table
lecture_92,U7,7,Visualization of decision boundary,diagram
lecture_92,U8,8,L = (1/n) Σ (y - ŷ)^2,equation
lecture_92,U9,9,σ(x) = 1 / (1 + e^-x),equation
lecture_92,U10,10,Explanation of gradient descent optimization,text
lecture_92,U11,11,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_92,U12,12,Introduction to linear regression and supervised learning,text
lecture_92,U13,13,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_92,U14,14,∂L/∂w = (ŷ - y)x,equation
lecture_92,U15,15,Graphical illustration of gradient descent,diagram
lecture_92,U16,16,L = (1/n) Σ (y - ŷ)^2,equation
lecture_92,U17,17,Dataset statistics table showing samples and features,table
lecture_92,U18,18,Overview of neural networks and activation functions,text
lecture_92,U19,19,Overview of neural networks and activation functions,text
lecture_92,U20,20,Introduction to linear regression and supervised learning,text
lecture_93,U1,1,y = wx + b,equation
lecture_93,U2,2,y = wx + b,equation
lecture_93,U3,3,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_93,U4,4,σ(x) = 1 / (1 + e^-x),equation
lecture_93,U5,5,Neural network architecture diagram,diagram
lecture_93,U6,6,Introduction to linear regression and supervised learning,text
lecture_93,U7,7,Explanation of gradient descent optimization,text
lecture_93,U8,8,Visualization of decision boundary,diagram
lecture_93,U9,9,Comparison table of algorithm performance metrics,table
lecture_93,U10,10,Diagram showing regression line fitting data points,diagram
lecture_93,U11,11,L = (1/n) Σ (y - ŷ)^2,equation
lecture_93,U12,12,Discussion of overfitting and model generalization,text
lecture_93,U13,13,Introduction to linear regression and supervised learning,text
lecture_93,U14,14,Introduction to linear regression and supervised learning,text
lecture_93,U15,15,Discussion of overfitting and model generalization,text
lecture_93,U16,16,y = wx + b,equation
lecture_93,U17,17,Evaluation metrics table including precision recall and F1,table
lecture_93,U18,18,Explanation of feature scaling and normalization,text
lecture_93,U19,19,Graphical illustration of gradient descent,diagram
lecture_93,U20,20,Flowchart of machine learning pipeline,diagram
lecture_94,U1,1,Introduction to linear regression and supervised learning,text
lecture_94,U2,2,∂L/∂w = (ŷ - y)x,equation
lecture_94,U3,3,∂L/∂w = (ŷ - y)x,equation
lecture_94,U4,4,σ(x) = 1 / (1 + e^-x),equation
lecture_94,U5,5,L = (1/n) Σ (y - ŷ)^2,equation
lecture_94,U6,6,Training data table with input-output pairs,table
lecture_94,U7,7,L = (1/n) Σ (y - ŷ)^2,equation
lecture_94,U8,8,σ(x) = 1 / (1 + e^-x),equation
lecture_94,U9,9,Explanation of gradient descent optimization,text
lecture_94,U10,10,Flowchart of machine learning pipeline,diagram
lecture_94,U11,11,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_94,U12,12,Explanation of gradient descent optimization,text
lecture_94,U13,13,y = wx + b,equation
lecture_94,U14,14,Overview of neural networks and activation functions,text
lecture_94,U15,15,L = (1/n) Σ (y - ŷ)^2,equation
lecture_94,U16,16,Neural network architecture diagram,diagram
lecture_94,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_94,U18,18,y = wx + b,equation
lecture_94,U19,19,Visualization of decision boundary,diagram
lecture_94,U20,20,Visualization of decision boundary,diagram
lecture_95,U1,1,Hyperparameter tuning results table,table
lecture_95,U2,2,Hyperparameter tuning results table,table
lecture_95,U3,3,Diagram showing regression line fitting data points,diagram
lecture_95,U4,4,Discussion of overfitting and model generalization,text
lecture_95,U5,5,Explanation of gradient descent optimization,text
lecture_95,U6,6,Flowchart of machine learning pipeline,diagram
lecture_95,U7,7,Training data table with input-output pairs,table
lecture_95,U8,8,Evaluation metrics table including precision recall and F1,table
lecture_95,U9,9,Evaluation metrics table including precision recall and F1,table
lecture_95,U10,10,Introduction to linear regression and supervised learning,text
lecture_95,U11,11,Graphical illustration of gradient descent,diagram
lecture_95,U12,12,Graphical illustration of gradient descent,diagram
lecture_95,U13,13,Hyperparameter tuning results table,table
lecture_95,U14,14,Hyperparameter tuning results table,table
lecture_95,U15,15,Training data table with input-output pairs,table
lecture_95,U16,16,Dataset statistics table showing samples and features,table
lecture_95,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_95,U18,18,y = wx + b,equation
lecture_95,U19,19,∂L/∂w = (ŷ - y)x,equation
lecture_95,U20,20,Neural network architecture diagram,diagram
lecture_96,U1,1,Graphical illustration of gradient descent,diagram
lecture_96,U2,2,Diagram showing regression line fitting data points,diagram
lecture_96,U3,3,Diagram showing regression line fitting data points,diagram
lecture_96,U4,4,Training data table with input-output pairs,table
lecture_96,U5,5,Overview of neural networks and activation functions,text
lecture_96,U6,6,Hyperparameter tuning results table,table
lecture_96,U7,7,Comparison table of algorithm performance metrics,table
lecture_96,U8,8,∂L/∂w = (ŷ - y)x,equation
lecture_96,U9,9,y = wx + b,equation
lecture_96,U10,10,Graphical illustration of gradient descent,diagram
lecture_96,U11,11,Comparison table of algorithm performance metrics,table
lecture_96,U12,12,Graphical illustration of gradient descent,diagram
lecture_96,U13,13,Training data table with input-output pairs,table
lecture_96,U14,14,∂L/∂w = (ŷ - y)x,equation
lecture_96,U15,15,Discussion of overfitting and model generalization,text
lecture_96,U16,16,Explanation of gradient descent optimization,text
lecture_96,U17,17,Flowchart of machine learning pipeline,diagram
lecture_96,U18,18,∂L/∂w = (ŷ - y)x,equation
lecture_96,U19,19,Flowchart of machine learning pipeline,diagram
lecture_96,U20,20,Hyperparameter tuning results table,table
lecture_97,U1,1,Flowchart of machine learning pipeline,diagram
lecture_97,U2,2,L = (1/n) Σ (y - ŷ)^2,equation
